Date,State,Sector,GDP_Before_COVID,GDP_During_COVID,GDP_Loss_Percent,Unemployment_Rate_Before,Unemployment_Rate_During,Migration_Effect,Recovery_Factor,Govt_Support_Received,Sector_Impact_Score,Health_Index,Lockdown_Severity,Vaccination_Rate,Urban_Rural_Ratio,Inflation_Rate,Population_Affected,Recovery_Progress,Remarks
2022-09-12,Madhya Pradesh,Transport,96537.66,57989.91,39.93,5.13,10.2636769445727,1,0.1,797.03,5,59.09,2,94.47,2.49,6.09,16.18,68.44,High Impact
2022-10-12,Nagaland,Public Administration,13305.43,11330.36,14.84,3.65,8.60108860184285,1,0.26,797.03,9,40.66,4,31.66,0.89,8.13,303.63,70.61,Low Impact
2022-11-11,West Bengal,Public Administration,73355.88,62817.6,14.37,4.01,13.344018493349,0,0.75,797.03,2,52.5,2,33.38,2.36,7.45,166.2,84.63,Medium Impact
2019-01-01,Gujarat,Transport,93895.71,73259.94,21.98,3.73,14.4427698812115,1,0.09,797.03,8,83.3,4,85.47,2.45,8.01,209.55,88.73,Medium Impact
2019-01-31,Maharashtra,Construction,18942.07,12435.03,34.35,5.96,9.88581632458527,1,0.32,797.03,7,54.96,3,14.99,0.9,8.3,203.45,73.4,Medium Impact
2019-03-02,Uttar Pradesh,Trade,7583.13,4771.64,37.08,8.57,11.5461876053514,1,0.39,797.03,4,69.64,1,94.59,0.32,5.5,44.22,71.87,Medium Impact
2019-04-01,Madhya Pradesh,Services,74370.94,45120.49,39.33,3.99,14.9679580639202,0,0.62,797.03,3,62.64,4,50.75,0.77,5.08,2.78,15.1,High Impact
2019-05-01,Delhi,Mining,57872.84,38081.02,34.2,3.91,9.40895463647398,0,0.16,797.03,4,76.7,5,92.64,0.76,3.35,449.31,19.88,High Impact
2019-05-31,Uttarakhand,Construction,84341.05,76902.12,8.82,7.5,15.0131739066281,0,0.86,797.03,4,40.15,2,33.68,0.38,8.58,109.68,83.13,Low Impact
2019-06-30,Sikkim,Finance,14837.47,10156.81,31.55,4.38,9.97543144520003,1,0.45,797.03,10,89.83,4,71.6,2.23,3.39,213.61,30.97,Medium Impact
2019-07-30,Goa,Trade,79731.46,57725.18,27.6,3.68,6.93802336346051,0,0.92,797.03,10,71.84,2,48.29,1.26,7.45,485.99,42.0,High Impact
2019-08-29,Tamil Nadu,Trade,20961.1,13349.52,36.31,4.17,12.0633164494772,0,0.47,797.03,8,47.61,1,62.68,2.68,5.27,413.55,23.08,Low Impact
2019-09-28,Haryana,Agriculture,17201.94,11659.93,32.22,9.47,16.7214085176962,1,0.28,797.03,4,38.01,2,50.44,0.91,8.69,54.86,27.56,Low Impact
2019-10-28,Punjab,Mining,17262.31,13494.44,21.83,8.75,12.7799355919119,1,0.14,797.03,5,39.73,2,96.71,1.47,5.52,254.75,79.79,Low Impact
2019-11-27,Himachal Pradesh,Public Administration,81642.9,66352.28,18.73,5.48,11.9986904465227,1,0.0,797.03,2,80.87,5,69.21,1.99,7.9,365.31,33.57,Medium Impact
2019-12-27,Jharkhand,Services,66854.52,45853.73,31.41,7.59,17.5594750401564,0,0.53,797.03,4,68.23,2,25.13,2.66,4.7,349.5,50.41,Low Impact
2020-01-26,West Bengal,Finance,52783.48,32736.64,37.98,6.76,14.6642610310789,1,0.11,797.03,7,54.75,4,90.97,1.67,4.79,380.66,23.65,Medium Impact
2020-02-25,Manipur,Mining,36524.22,26913.29,26.31,7.74,10.7091732706699,1,0.39,797.03,3,51.64,2,29.4,1.25,6.57,229.27,71.01,Low Impact
2020-03-26,Manipur,Real Estate,87842.85,59906.29,31.8,7.78,15.2602149722913,1,0.59,797.03,1,85.62,3,37.16,2.63,8.99,88.79,75.54,Low Impact
2020-04-25,Kerala,Agriculture,39852.07,26973.63,32.32,7.4,16.4273829928958,1,0.28,797.03,8,86.86,2,10.21,1.07,6.11,232.97,42.55,Low Impact
2020-05-25,Delhi,Transport,81843.34,76601.44,6.4,4.86,14.7870340578075,1,0.18,797.03,8,67.78,3,90.0,0.42,8.62,324.3,80.63,High Impact
2020-06-24,Kerala,Finance,44474.36,36277.97,18.43,3.27,11.5611757863426,1,0.77,797.03,6,64.1,2,28.61,1.45,7.72,304.69,31.59,Medium Impact
2020-07-24,Madhya Pradesh,Mining,38317.5,30458.87,20.51,6.19,9.71658164540783,0,0.95,797.03,7,83.07,2,25.89,2.4,7.78,36.19,72.27,Low Impact
2020-08-23,Gujarat,Transport,46805.3,34894.35,25.45,9.24,18.3417326659016,1,0.1,797.03,10,78.71,4,92.03,0.29,5.62,33.41,75.7,Medium Impact
2020-09-22,Himachal Pradesh,Finance,30836.41,23131.33,24.99,6.99,15.7634184608151,0,0.16,797.03,2,56.02,3,80.55,1.84,5.32,482.66,97.18,Medium Impact
2020-10-22,Manipur,Finance,75013.33,59209.28,21.07,8.83,11.0742688294063,0,0.96,797.03,5,35.38,3,14.11,1.86,4.15,76.75,30.91,Low Impact
2020-11-21,Maharashtra,Services,50769.32,42836.64,15.62,9.94,16.0574766759024,1,0.04,797.03,7,79.95,5,76.93,2.8,8.78,147.94,18.43,Low Impact
2020-12-21,Goa,Trade,23989.06,20288.77,15.42,4.15,9.47950246962373,0,0.98,797.03,9,40.97,2,91.3,1.0,8.76,384.05,33.67,High Impact
2021-01-20,Sikkim,Finance,90057.88,59446.56,33.99,7.84,16.5341206425364,0,0.0,797.03,1,31.06,2,7.85,0.98,7.48,205.43,21.06,Low Impact
2021-02-19,Goa,Services,39005.23,30230.59,22.5,7.72,11.8813581231092,0,0.87,797.03,3,84.81,4,82.52,1.43,4.78,91.55,25.27,Medium Impact
2021-03-21,Karnataka,Mining,54811.73,40790.09,25.58,9.86,17.7687192297425,1,0.31,797.03,6,67.59,5,54.74,1.2,4.47,234.15,40.07,Medium Impact
2021-04-20,Goa,Real Estate,90740.74,82091.74,9.53,9.9,21.0320596181417,0,0.94,797.03,7,87.96,5,66.92,2.26,8.93,284.91,47.26,High Impact
2021-05-20,Punjab,Construction,62799.56,51558.23,17.9,7.81,17.788023722086,0,0.32,797.03,6,61.5,4,49.29,2.0,3.4,226.93,91.34,Low Impact
2021-06-19,Madhya Pradesh,Construction,12572.91,9887.04,21.36,4.71,15.9245773621653,0,0.65,797.03,1,90.22,3,69.78,2.32,8.06,459.55,27.61,Medium Impact
2021-07-19,Rajasthan,Trade,94043.38,60224.26,35.96,8.59,20.3750596693269,0,0.08,797.03,4,53.01,1,3.41,2.5,5.13,143.06,97.46,Medium Impact
2021-08-18,Nagaland,Services,63143.1,51270.51,18.8,3.75,5.85670127006162,1,0.24,797.03,6,77.09,4,76.27,2.78,5.51,331.0,82.91,Medium Impact
2021-09-17,Manipur,Real Estate,34155.66,21894.51,35.9,8.46,16.6874127637747,1,0.77,797.03,8,49.56,3,3.33,1.41,7.99,57.04,89.33,Medium Impact
2021-10-17,Chhattisgarh,Agriculture,14787.94,10618.07,28.2,9.37,15.498393977589,0,0.53,797.03,10,30.08,5,45.53,2.96,3.54,196.75,93.65,Medium Impact
2021-11-16,Haryana,Mining,79608.49,51745.1,35.0,5.68,16.2785449033512,1,0.93,797.03,4,54.68,4,15.1,0.8,5.13,370.76,77.79,Low Impact
2021-12-16,Uttar Pradesh,Finance,62387.2,52544.11,15.78,7.41,11.9281470200913,1,0.43,797.03,7,77.95,1,82.36,2.2,8.71,113.18,80.99,High Impact
2022-01-15,Assam,Finance,53812.65,36172.23,32.78,6.01,17.8202948911507,0,0.87,797.03,3,39.75,2,31.37,1.7,7.19,295.3,49.4,Low Impact
2022-02-14,Madhya Pradesh,Mining,89495.37,65971.58,26.28,6.06,14.1970796954374,1,0.45,797.03,8,62.81,4,45.41,2.49,7.53,77.57,55.94,High Impact
2022-03-16,Sikkim,Mining,79071.12,72230.37,8.65,5.17,15.1053740222883,1,0.98,797.03,1,43.8,1,42.88,1.53,7.55,52.25,93.92,Medium Impact
2022-04-15,Karnataka,Services,16015.81,10754.79,32.85,8.33,11.1859955282276,0,0.96,797.03,4,34.85,1,77.25,2.4,3.36,262.09,44.04,High Impact
2022-05-15,Haryana,Finance,31860.48,24778.91,22.23,9.55,13.3845788475886,0,0.33,797.03,8,70.13,4,48.11,2.8,4.22,337.83,13.78,High Impact
2022-06-14,Gujarat,Construction,25600.42,19116.99,25.33,9.59,19.174036730342,1,0.89,797.03,10,91.88,3,78.9,2.25,5.95,57.57,78.65,High Impact
2022-07-14,Nagaland,Trade,74650.68,45263.95,39.37,4.22,6.43986522039323,1,0.85,797.03,4,50.2,4,7.35,2.37,5.21,458.97,61.58,Low Impact
2022-08-13,Haryana,Construction,4319.71,3790.4,12.25,9.12,19.2887798589378,1,0.21,797.03,2,67.74,5,19.16,0.39,5.47,113.66,83.34,Low Impact
2022-09-12,Tripura,Transport,57419.08,35839.04,37.58,8.16,10.2994901869191,1,0.62,797.03,2,91.98,1,55.15,0.77,7.69,60.87,16.8,Medium Impact
2022-10-12,Chhattisgarh,Manufacturing,76483.41,58585.47,23.4,4.77,13.3411883906127,0,0.07,797.03,4,72.28,1,94.71,2.93,3.09,102.15,65.91,High Impact
2022-11-11,Assam,Real Estate,87799.8,69909.48,20.38,3.47,9.12093920231805,0,0.84,797.03,4,73.75,2,7.48,2.14,6.96,85.62,32.29,High Impact
2019-01-01,Uttarakhand,Transport,34866.09,28588.42,18.01,4.88,12.9949485271919,0,0.17,797.03,2,41.63,1,4.31,1.77,3.0,46.25,91.29,High Impact
2019-01-31,Odisha,Manufacturing,82304.47,69219.79,15.9,9.39,18.3503140698911,0,0.07,797.03,7,62.02,2,15.66,1.23,3.38,399.12,19.89,High Impact
2019-03-02,Goa,Mining,11952.54,8231.06,31.14,7.43,12.854752191863,0,0.4,797.03,6,53.86,1,64.12,0.32,5.45,248.27,85.88,Medium Impact
2019-04-01,Haryana,Construction,84798.78,51175.43,39.65,8.05,11.1296244811083,1,0.58,797.03,3,60.61,1,39.9,1.23,8.05,194.87,17.97,Low Impact
2019-05-01,Uttarakhand,Agriculture,13621.38,11621.83,14.68,4.8,7.49645867748265,1,0.85,797.03,8,82.05,4,82.56,1.6,3.87,475.36,12.26,Low Impact
2019-05-31,Arunachal Pradesh,Trade,40331.44,31760.19,21.25,8.04,15.9293602256254,0,0.97,797.03,8,59.95,4,7.19,0.79,6.33,186.13,31.16,High Impact
2019-06-30,Meghalaya,Finance,79932.24,71350.81,10.74,3.2,10.4065535373411,0,0.44,797.03,1,34.09,5,19.64,0.68,7.07,84.32,39.97,Low Impact
2019-07-30,Chhattisgarh,Public Administration,15841.83,14059.4,11.25,5.63,15.0520100912113,0,0.06,797.03,3,88.86,3,30.0,1.62,4.38,137.75,66.39,High Impact
2019-08-29,Punjab,Public Administration,23695.89,21211.71,10.48,7.39,14.4873551000393,1,0.75,797.03,5,65.41,5,62.67,1.84,6.07,120.24,21.86,Medium Impact
2019-09-28,Arunachal Pradesh,Agriculture,72503.0,55811.59,23.02,4.02,10.2444579003087,1,0.57,797.03,2,90.09,1,68.52,0.87,8.47,249.87,49.36,Medium Impact
2019-10-28,Assam,Manufacturing,72283.62,51810.73,28.32,8.76,14.7408717823623,1,0.45,797.03,5,67.2,5,12.42,1.84,6.07,146.46,28.38,Low Impact
2019-11-27,Haryana,Construction,64473.62,56546.29,12.3,4.65,6.91446902597667,0,0.31,797.03,10,34.53,4,94.38,2.72,3.94,258.51,86.98,High Impact
2019-12-27,Rajasthan,Public Administration,69700.9,52830.0,24.2,7.57,12.9255720169665,0,0.5,797.03,3,65.94,1,34.1,1.52,6.77,334.98,14.05,Medium Impact
2020-01-26,Meghalaya,Mining,54729.72,36351.74,33.58,5.84,17.6002015752449,0,0.34,797.03,9,67.42,1,71.32,2.6,6.55,388.87,42.03,Low Impact
2020-02-25,Sikkim,Construction,25928.11,23315.62,10.08,7.17,17.9055557622708,0,0.76,797.03,1,43.93,5,52.42,2.8,3.16,355.37,66.82,Medium Impact
2020-03-26,Delhi,Real Estate,35223.9,32014.86,9.11,3.75,9.04378067034217,0,0.54,797.03,4,60.62,2,22.28,0.46,3.54,103.59,92.18,Medium Impact
2020-04-25,Haryana,Construction,18978.17,14484.3,23.68,3.12,10.9979540506637,1,0.88,797.03,10,59.86,3,84.62,0.47,3.94,58.83,88.12,High Impact
2020-05-25,Bihar,Transport,90936.61,56971.32,37.35,9.37,19.8429674553549,0,0.54,797.03,6,70.49,5,81.82,1.53,3.82,271.68,90.57,Low Impact
2020-06-24,Goa,Trade,58755.79,43228.93,26.43,4.89,11.3027433675006,1,0.24,797.03,9,46.87,5,39.61,1.85,4.56,100.26,15.66,High Impact
2020-07-24,Madhya Pradesh,Agriculture,40684.29,35852.55,11.88,8.74,10.9195786375015,1,0.85,797.03,3,67.81,3,58.86,1.39,5.72,43.38,85.68,Low Impact
2020-08-23,Arunachal Pradesh,Construction,46738.57,42794.81,8.44,10.0,12.7451046181864,1,0.56,797.03,3,45.66,1,25.78,1.11,5.23,264.02,80.19,Medium Impact
2020-09-22,Himachal Pradesh,Construction,94781.05,63618.51,32.88,4.48,11.583927213487,1,0.21,797.03,5,59.02,1,68.99,1.99,8.34,164.07,91.22,High Impact
2020-10-22,Bihar,Manufacturing,16181.79,10088.39,37.66,4.86,16.5543937567587,1,0.62,797.03,7,37.98,2,30.9,0.21,6.67,378.32,38.04,High Impact
2020-11-21,Goa,Real Estate,59036.75,53550.62,9.29,7.64,16.5720954221886,0,0.36,797.03,5,32.42,5,84.41,2.91,8.26,157.78,92.06,High Impact
2020-12-21,Goa,Construction,51082.98,37611.98,26.37,9.76,12.4691619143856,0,0.84,797.03,8,50.84,3,21.74,0.85,6.16,489.38,46.24,High Impact
2021-01-20,Chhattisgarh,Public Administration,61533.97,48588.23,21.04,9.41,13.3036087579186,0,0.45,797.03,5,47.85,5,1.48,2.77,3.54,379.5,67.07,Low Impact
2021-02-19,Delhi,Construction,2792.91,2622.05,6.12,6.52,16.2332314321685,1,0.73,797.03,7,56.45,4,26.85,0.51,5.78,29.79,48.18,Low Impact
2021-03-21,Himachal Pradesh,Finance,87340.27,54438.99,37.67,8.57,18.9843975995624,1,0.1,797.03,6,92.53,5,19.11,0.87,7.93,254.93,48.49,High Impact
2021-04-20,Madhya Pradesh,Construction,93279.71,77134.05,17.31,3.95,12.1269458618859,1,0.4,797.03,10,63.94,5,50.83,0.86,4.16,281.75,59.2,High Impact
2021-05-20,Bihar,Mining,56948.19,35645.97,37.41,9.84,18.2842316962981,1,0.98,797.03,2,65.96,4,20.37,2.99,3.55,347.96,42.03,Low Impact
2021-06-19,Haryana,Transport,69968.43,51175.9,26.86,9.75,12.0333745038338,1,0.81,797.03,3,91.2,4,76.32,0.21,4.98,249.4,81.35,Low Impact
2021-07-19,Tamil Nadu,Trade,92327.44,81371.41,11.87,4.15,14.435302595815,1,0.16,797.03,4,89.87,3,24.14,1.99,5.33,242.24,67.03,High Impact
2021-08-18,Manipur,Finance,71016.62,53384.28,24.83,5.1,14.9827520817082,0,0.28,797.03,5,87.47,1,70.7,2.64,4.84,184.6,72.08,Low Impact
2021-09-17,Andhra Pradesh,Real Estate,16101.37,15280.42,5.1,3.7,8.29035144103347,1,0.33,797.03,9,36.37,2,57.85,2.08,3.81,136.46,30.79,High Impact
2021-10-17,Madhya Pradesh,Mining,58052.55,46190.72,20.43,4.9,13.986767199655,1,0.65,797.03,6,71.23,4,98.62,1.22,4.51,473.15,97.26,High Impact
2021-11-16,Bihar,Transport,61064.79,43502.97,28.76,8.71,12.8585460642499,0,0.76,797.03,1,82.53,1,99.99,2.88,7.09,159.48,69.42,High Impact
2021-12-16,Odisha,Trade,42988.94,29105.19,32.3,5.65,8.05330161051513,1,0.75,797.03,3,84.31,3,86.95,2.7,5.32,32.65,27.75,Medium Impact
2022-01-15,Odisha,Trade,73907.98,53411.98,27.73,3.62,7.63136542590377,0,0.51,797.03,7,67.56,5,76.0,1.42,6.8,84.48,77.54,High Impact
2022-02-14,Assam,Transport,93502.33,68292.85,26.96,5.4,9.18628876754299,0,0.81,797.03,8,31.14,3,38.65,1.81,6.22,428.78,25.63,Low Impact
2022-03-16,Tamil Nadu,Mining,92631.28,57806.53,37.6,9.87,15.2474799673484,0,0.44,797.03,7,93.29,3,75.33,2.91,6.29,293.73,15.7,Medium Impact
2022-04-15,Gujarat,Real Estate,45633.1,33282.55,27.06,7.41,13.5944949717545,1,0.12,797.03,5,60.69,4,95.67,2.95,4.49,389.61,57.48,Low Impact
2022-05-15,Gujarat,Real Estate,12210.57,9310.36,23.75,5.91,12.995388914977,0,0.56,797.03,10,55.58,2,2.34,1.46,6.13,404.58,59.82,Low Impact
2022-06-14,Madhya Pradesh,Manufacturing,98499.28,84015.77,14.7,4.17,10.9375387550832,0,0.95,797.03,8,55.67,4,53.79,2.57,3.14,411.79,27.01,Low Impact
2022-07-14,Kerala,Real Estate,84050.91,69750.09,17.01,9.9,14.6067460596528,1,0.79,797.03,9,57.57,5,21.8,1.05,5.59,275.76,41.35,High Impact
2022-08-13,Manipur,Transport,13341.61,11314.59,15.19,8.75,11.0417066857407,0,0.58,797.03,7,45.74,4,55.79,1.24,6.44,89.38,95.12,Low Impact
2022-09-12,Gujarat,Construction,92163.35,55567.8,39.71,4.97,13.0210162223715,1,0.65,797.03,9,51.28,5,46.64,0.66,4.09,74.97,35.65,Low Impact
2022-10-12,Manipur,Transport,87119.74,58908.94,32.38,3.49,9.44744829847354,1,0.93,797.03,1,94.05,4,57.58,0.79,4.54,287.42,24.0,Low Impact
2022-11-11,West Bengal,Transport,52364.97,43546.16,16.84,3.4,8.38672157387549,0,0.43,797.03,9,53.93,2,55.1,2.04,4.32,183.89,99.33,Medium Impact
2019-01-01,Tamil Nadu,Finance,59536.27,45806.98,23.06,3.84,14.5094104283051,1,0.33,797.03,3,64.24,1,96.01,1.63,3.42,279.47,37.21,High Impact
2019-01-31,Punjab,Agriculture,40501.27,24376.08,39.81,7.07,16.5374330779815,1,0.98,797.03,6,85.14,2,55.22,0.85,5.09,249.74,71.22,High Impact
2019-03-02,Punjab,Public Administration,6421.4,5660.93,11.84,9.5,20.0776554837244,0,0.86,797.03,8,64.28,4,84.62,1.33,8.87,301.5,30.84,Medium Impact
2019-04-01,Odisha,Construction,34184.53,29757.06,12.95,6.48,13.4298279471246,0,0.32,797.03,3,51.09,3,31.98,1.24,5.12,17.02,59.51,Low Impact
2019-05-01,Assam,Services,80482.49,63737.84,20.81,8.9,12.2093125212677,0,0.46,797.03,4,64.04,1,43.81,2.96,5.76,17.39,44.77,Medium Impact
2019-05-31,Haryana,Agriculture,1458.57,909.07,37.67,6.12,15.0822143612127,0,0.42,797.03,7,37.42,3,47.04,2.59,6.92,361.08,96.54,Medium Impact
2019-06-30,Punjab,Trade,34016.42,29535.79,13.17,7.96,12.0207377993717,1,0.15,797.03,7,38.45,2,27.87,1.29,6.89,97.37,48.95,High Impact
2019-07-30,Uttar Pradesh,Mining,40418.7,32508.75,19.57,8.12,14.5322966909171,0,0.96,797.03,4,75.12,1,37.98,2.76,8.7,326.45,62.58,High Impact
2019-08-29,West Bengal,Public Administration,54202.16,47355.67,12.63,4.22,6.87000788948888,0,0.4,797.03,9,89.63,4,59.85,1.16,8.15,273.74,95.03,Medium Impact
2019-09-28,Arunachal Pradesh,Public Administration,92065.71,79462.97,13.69,5.53,15.7830840242298,0,0.88,797.03,3,77.17,3,58.02,2.07,7.76,490.92,99.03,Low Impact
2019-10-28,Punjab,Finance,35288.25,31090.74,11.89,7.46,10.719406410475,1,0.19,797.03,8,34.85,4,63.64,2.91,8.71,417.87,19.15,High Impact
2019-11-27,Kerala,Trade,35348.37,27617.78,21.87,3.49,14.520975070493,1,0.55,797.03,8,56.19,5,35.18,1.29,4.38,207.15,85.09,Low Impact
2019-12-27,Goa,Services,74012.62,48042.6,35.09,5.53,16.1723060226155,1,0.02,797.03,4,30.17,1,31.58,2.1,6.7,308.59,44.39,High Impact
2020-01-26,Jharkhand,Construction,45769.58,38213.26,16.51,6.74,13.3858276443924,1,0.76,797.03,7,63.23,3,61.16,1.03,8.32,59.53,63.53,Low Impact
2020-02-25,Manipur,Transport,23235.88,18987.57,18.28,9.97,19.4136820430399,1,0.58,797.03,4,42.56,2,13.29,0.95,6.74,193.81,43.75,Low Impact
2020-03-26,Maharashtra,Construction,45791.51,39371.02,14.02,6.32,14.5144507381815,0,0.63,797.03,1,86.43,2,25.3,1.81,8.86,367.21,46.1,Low Impact
2020-04-25,Sikkim,Finance,14944.85,9855.51,34.05,8.71,18.7407564233774,1,0.05,797.03,1,36.78,2,4.21,2.94,3.6,311.71,24.3,Medium Impact
2020-05-25,Goa,Public Administration,18462.31,12337.28,33.18,6.02,12.3380510078591,1,0.21,797.03,1,30.09,2,7.26,1.47,5.64,242.75,61.55,High Impact
2020-06-24,Jharkhand,Construction,50338.41,45890.68,8.84,8.57,18.4280848424435,1,0.07,797.03,2,59.32,3,24.34,2.83,8.86,89.09,59.2,Low Impact
2020-07-24,Kerala,Real Estate,42473.62,36633.17,13.75,7.17,13.7945681706514,0,0.29,797.03,6,40.1,5,1.95,2.76,5.28,401.77,27.04,Low Impact
2020-08-23,Delhi,Mining,91569.74,84050.03,8.21,9.21,20.6196578784279,0,0.63,797.03,10,77.97,2,24.54,0.91,7.44,137.31,58.76,Medium Impact
2020-09-22,Maharashtra,Transport,36877.0,31918.9,13.44,5.88,12.7437210082514,1,0.57,797.03,5,89.8,2,65.5,1.33,3.18,410.42,97.58,Medium Impact
2020-10-22,Telangana,Trade,58478.25,47309.16,19.1,7.23,13.8561927193372,0,0.61,797.03,2,32.73,2,6.11,2.0,7.17,306.19,74.3,Low Impact
2020-11-21,Andhra Pradesh,Real Estate,63594.16,52716.15,17.11,7.41,17.2607186156351,1,0.55,797.03,8,55.71,5,43.67,1.65,8.61,186.99,53.29,Low Impact
2020-12-21,Goa,Real Estate,2296.35,2092.42,8.88,5.92,16.1357769176083,0,0.27,797.03,9,94.79,1,91.31,0.47,5.3,21.26,92.45,High Impact
2021-01-20,Kerala,Real Estate,66690.2,53524.38,19.74,4.01,11.5548911432117,0,0.24,797.03,7,77.62,2,79.13,2.98,3.13,116.98,61.78,High Impact
2021-02-19,Sikkim,Services,18625.56,15297.86,17.87,3.65,7.44797813495075,1,0.14,797.03,9,91.96,2,30.54,2.31,3.17,444.65,22.15,Medium Impact
2021-03-21,Arunachal Pradesh,Transport,96145.96,62953.19,34.52,3.12,9.79758230957579,0,0.85,797.03,4,40.67,2,92.48,1.43,8.35,409.17,59.28,Medium Impact
2021-04-20,Punjab,Services,15717.61,12037.68,23.41,9.11,20.7907250290967,1,0.62,797.03,7,44.39,1,32.96,1.93,7.34,287.85,26.29,High Impact
2021-05-20,Assam,Services,42047.79,35771.69,14.93,4.66,14.1898619303918,1,0.19,797.03,5,40.06,2,7.25,0.45,3.64,233.69,79.08,High Impact
2021-06-19,Meghalaya,Mining,9449.62,6565.88,30.52,4.48,14.5916260387913,1,0.18,797.03,5,49.65,1,99.41,1.59,3.33,323.92,97.05,High Impact
2021-07-19,Meghalaya,Real Estate,99690.55,66871.32,32.92,8.15,10.4782549881924,0,0.87,797.03,3,77.08,1,87.0,2.81,7.83,233.66,42.47,High Impact
2021-08-18,Assam,Services,50717.31,36001.14,29.02,5.24,11.9185946263416,0,0.74,797.03,9,40.72,4,46.59,2.71,7.86,322.51,49.14,Low Impact
2021-09-17,Nagaland,Mining,59943.12,41032.58,31.55,6.54,15.0062113365755,1,0.66,797.03,10,64.08,4,66.64,1.14,3.72,154.39,47.93,Low Impact
2021-10-17,Uttarakhand,Agriculture,7640.57,5159.06,32.48,4.14,14.4403268362807,1,0.41,797.03,5,47.5,2,67.12,1.69,4.81,419.41,35.68,Low Impact
2021-11-16,Madhya Pradesh,Mining,75246.09,56336.58,25.13,9.72,12.2127365358277,0,0.26,797.03,6,83.9,3,19.45,2.15,7.68,351.26,81.48,Medium Impact
2021-12-16,Delhi,Agriculture,21780.65,19989.05,8.23,8.96,19.4843888564187,1,0.98,797.03,3,30.43,4,20.0,1.15,6.15,165.66,65.6,High Impact
2022-01-15,Madhya Pradesh,Manufacturing,89907.37,69900.36,22.25,9.05,16.5340093674191,0,0.8,797.03,10,44.5,4,46.96,0.38,8.74,415.5,15.76,Low Impact
2022-02-14,Bihar,Agriculture,21308.82,14186.82,33.42,5.85,9.8231397057606,0,0.3,797.03,7,69.34,3,91.16,1.62,5.89,244.18,85.49,High Impact
2022-03-16,Punjab,Agriculture,19878.08,12462.37,37.31,8.34,13.512552164497,0,0.85,797.03,9,36.29,5,1.0,1.88,7.06,88.14,26.84,High Impact
2022-04-15,Delhi,Finance,4618.42,3896.35,15.63,4.01,8.8292955175156,1,0.76,797.03,9,60.31,2,78.25,0.22,6.06,39.78,98.12,Medium Impact
2022-05-15,Maharashtra,Services,47734.63,35036.24,26.6,3.06,10.3685903428847,1,0.3,797.03,10,58.35,5,5.75,0.47,8.66,350.1,43.9,Low Impact
2022-06-14,Kerala,Construction,56919.27,50523.87,11.24,3.14,5.65685679911131,0,0.43,797.03,10,85.41,5,47.82,0.78,5.39,432.7,65.48,Low Impact
2022-07-14,Odisha,Manufacturing,7505.16,6235.5,16.92,7.11,10.6953615849992,1,0.19,797.03,5,70.65,1,63.79,1.17,4.38,403.91,17.0,High Impact
2022-08-13,Tripura,Services,77777.23,68341.65,12.13,6.19,16.3169304337578,1,0.11,797.03,7,71.58,1,68.68,1.71,4.96,328.17,41.02,Low Impact
2022-09-12,Tripura,Agriculture,45875.59,31891.84,30.48,6.63,9.95603990746811,0,0.72,797.03,3,91.87,2,5.85,1.02,8.12,71.55,82.21,Low Impact
2022-10-12,Nagaland,Construction,52914.64,44571.36,15.77,3.05,7.38396269458126,0,0.27,797.03,6,93.85,3,41.86,0.97,5.99,47.93,52.95,High Impact
2022-11-11,Kerala,Mining,44635.51,30906.6,30.76,5.96,12.4937060560415,1,0.82,797.03,8,72.47,1,58.38,2.63,5.13,173.17,91.41,High Impact
2019-01-01,Meghalaya,Real Estate,40675.54,37774.32,7.13,8.03,15.2012088811333,0,1.0,797.03,8,63.93,4,6.6,0.61,6.27,427.6,61.76,Medium Impact
2019-01-31,Rajasthan,Transport,56404.39,46405.64,17.73,6.1,15.7361047961415,1,0.08,797.03,2,69.51,2,13.51,1.59,3.8,480.91,93.57,Low Impact
2019-03-02,Arunachal Pradesh,Agriculture,16368.78,11680.42,28.64,8.13,14.6033242666618,0,0.47,797.03,6,54.86,5,66.36,2.87,3.03,121.44,98.43,High Impact
2019-04-01,Haryana,Public Administration,19010.88,13199.81,30.57,4.63,14.5286462103553,0,0.8,797.03,7,94.18,2,52.16,1.95,4.68,381.29,50.85,Low Impact
2019-05-01,Gujarat,Public Administration,86316.78,57558.13,33.32,8.69,16.8734630704545,1,0.79,797.03,7,75.83,1,16.18,2.21,6.63,287.36,60.86,Low Impact
2019-05-31,Uttarakhand,Real Estate,94665.43,79814.73,15.69,7.12,10.2509973942382,1,0.76,797.03,3,48.92,3,53.52,1.41,7.27,16.87,85.14,High Impact
2019-06-30,Assam,Real Estate,37957.62,25680.25,32.34,4.48,8.04331438392838,1,0.35,797.03,9,33.75,5,91.27,0.26,7.96,271.92,29.94,Low Impact
2019-07-30,Maharashtra,Agriculture,27803.72,22475.31,19.16,4.66,11.0303372544977,1,0.45,797.03,2,32.91,3,1.56,2.01,8.56,403.16,87.55,Low Impact
2019-08-29,Kerala,Agriculture,64755.95,44851.41,30.74,7.4,13.3688939308903,1,0.59,797.03,3,43.32,2,64.26,1.97,5.47,138.79,63.27,Medium Impact
2019-09-28,Jharkhand,Mining,41464.68,34485.72,16.83,8.81,18.2454426963729,0,0.97,797.03,2,45.14,3,7.37,0.51,7.44,448.78,75.3,Low Impact
